ID,Customer_ID,Customer_Name,Segment
681,SC20800,Stuart Calhoun,Consumer
682,SC20845,Sung Chung,Consumer
683,SD20485,Shirley Daniels,Home Office
684,SE20110,Sanjit Engle,Consumer
685,SF20065,Sandra Flanagan,Consumer
686,SF20200,Sarah Foster,Consumer
687,SF20965,Sylvia Foulston,Corporate
688,SG20080,Sandra Glassco,Consumer
689,SG20470,Sheri Gordon,Consumer
690,SG20605,Speros Goranitis,Consumer
691,SG20890,Susan Gilcrest,Corporate
692,SH19975,Sally Hughsby,Corporate
693,SH20395,Shahid Hopkins,Consumer
694,SH20635,Stefanie Holloman,Corporate
695,SJ20125,Sanjit Jacobs,Home Office
696,SJ20215,Sarah Jordon,Consumer
697,SJ20500,Shirley Jackson,Consumer
698,SK19990,Sally Knutson,Consumer
699,SL20155,Sara Luxemburg,Home Office
700,SM20005,Sally Matthias,Consumer
701,SM20320,Sean Miller,Home Office
702,SM20905,Susan MacKendrick,Consumer
703,SM20950,Suzanne McNair,Corporate
704,SN20560,Skye Norling,Home Office
705,SN20710,Steve Nguyen,Home Office
706,SO20335,Sean O'Donnell,Consumer
707,SP20545,Sibella Parks,Corporate
708,SP20620,Stefania Perrino,Corporate
709,SP20650,Stephanie Phelps,Corporate
710,SP20860,Sung Pak,Corporate
711,SP20920,Susan Pistek,Consumer
712,SR20425,Sharelle Roach,Home Office
713,SR20740,Steven Roelle,Home Office
714,SS20140,Saphhira Shifley,Corporate
715,SS20410,Shahid Shariari,Consumer
716,SS20515,Shirley Schmidt,Home Office
717,SS20590,Sonia Sunley,Consumer
718,SS20875,Sung Shariari,Consumer
719,ST20530,Shui Tom,Consumer
720,SU20665,Stephanie Ulpright,Home Office
721,SV20365,Seth Vernon,Consumer
722,SV20785,Stewart Visinsky,Consumer
723,SV20815,Stuart Van,Corporate
724,SV20935,Susan Vittorini,Consumer
725,SW20245,Scot Wooten,Consumer
726,SW20275,Scott Williamson,Consumer
727,SW20350,Sean Wendt,Home Office
728,SW20455,Shaun Weien,Consumer
729,SW20755,Steven Ward,Corporate
730,SZ20035,Sam Zeldin,Home Office
731,TA21385,Tom Ashbrook,Home Office
732,TB21055,Ted Butterfield,Consumer
733,TB21175,Thomas Boland,Corporate
734,TB21190,Thomas Brumley,Home Office
735,TB21250,Tim Brockman,Consumer
736,TB21280,Toby Braunhardt,Consumer
737,TB21355,Todd Boyes,Corporate
738,TB21400,Tom Boeckenhauer,Consumer
739,TB21520,Tracy Blumstein,Consumer
740,TB21595,Troy Blackwell,Consumer
741,TB21625,Trudy Brown,Consumer
742,TC20980,Tamara Chand,Corporate
743,TC21145,Theresa Coyne,Corporate
744,TC21295,Toby Carlisle,Consumer
745,TC21475,Tony Chapman,Home Office
746,TC21535,Tracy Collins,Home Office
747,TD20995,Tamara Dahlen,Consumer
748,TG21310,Toby Gnade,Consumer
749,TG21640,Trudy Glocke,Consumer
750,TH21100,Thea Hendricks,Consumer
751,TH21115,Thea Hudgings,Corporate
752,TH21235,Tiffany House,Corporate
753,TH21550,Tracy Hopkins,Home Office
754,TM21010,Tamara Manning,Consumer
755,TM21490,Tony Molinari,Consumer
756,TN21040,Tanja Norvell,Home Office
757,TP21130,Theone Pippenger,Consumer
758,TP21415,Tom Prescott,Consumer
759,TP21565,Tracy Poddar,Corporate
760,TR21325,Toby Ritter,Consumer
761,TS21085,Thais Sissman,Consumer
762,TS21160,Theresa Swint,Corporate
763,TS21205,Thomas Seio,Corporate
764,TS21340,Toby Swindell,Consumer
765,TS21370,Todd Sumrall,Corporate
766,TS21430,Tom Stivers,Corporate
767,TS21505,Tony Sayre,Consumer
768,TS21610,Troy Staebel,Consumer
769,TS21655,Trudy Schmidt,Consumer
770,TT21070,Ted Trevino,Consumer
771,TT21220,Thomas Thornton,Consumer
772,TT21265,Tim Taslimi,Corporate
773,TT21460,Tonja Turnell,Home Office
774,TW21025,Tamara Willingham,Home Office
775,TZ21580,Tracy Zic,Consumer
776,VB21745,Victoria Brennan,Corporate
777,VD21670,Valerie Dominguez,Consumer
778,VF21715,Vicky Freymann,Home Office
779,VG21790,Vivek Gonzalez,Consumer
780,VG21805,Vivek Grady,Corporate
781,VM21685,Valerie Mitchum,Home Office
782,VM21835,Vivian Mathis,Consumer
783,VP21730,Victor Preis,Home Office
784,VP21760,Victoria Pisteka,Corporate
785,VS21820,Vivek Sundaresam,Consumer
786,VT21700,Valerie Takahito,Home Office
787,VW21775,Victoria Wilson,Corporate
788,WB21850,William Brown,Consumer
789,XP21865,Xylona Preis,Consumer
790,YC21895,Yoseph Carroll,Corporate
791,YS21880,Yana Sorensen,Corporate
792,ZC21910,Zuschuss Carroll,Consumer
793,ZD21925,Zuschuss Donatelli,Consumer
